data,hora,lado,nivel,dist_nivel,usou_domingo,decisao_ia,confianca,motivo
2025-11-18,09:31,LONG,24731.75,4.25,False,ACEITA,0.68,"Nível é mínima do RTH anterior (mais confiável que Globex), toque com distância razoável (4.25pt) e fechamento da vela claramente acima do nível, indicando rejeição válida logo na abertura, horário de boa liquidez."
2025-11-18,09:35,LONG,24731.75,11.25,False,RECUSA,0.68,"Distância de 11.25pt até a linha é muito próxima do stop de 12.5pt, deixando margem de segurança insuficiente mesmo com rejeição válida."
2025-11-18,09:40,LONG,24731.75,7.00,False,RECUSA,0.65,"Distância de 7pt até a linha é excessiva, indicando rompimento e reação distante do nível, não uma rejeição precisa; risco de falso sinal."
2025-11-18,09:41,LONG,24731.75,6.00,False,RECUSA,0.65,"Distância de 6pt até a linha é grande demais para caracterizar uma rejeição precisa do nível, mesmo com fechamento acima do toque - sinal de reversão fica pouco confiável."
2025-11-18,12:55,LONG,24731.75,9.25,False,RECUSA,0.68,"Distância de 9.25pt até a linha é excessiva, indicando que o toque não foi uma rejeição limpa do nível, além do horário (12:55 ET) já estar fora das janelas mais assertivas de reversão (abertura/fechamento)."
2025-11-18,13:27,LONG,24731.75,5.75,False,RECUSA,0.65,"Distância de 5,75pt até a linha é excessiva, indicando que o toque não foi uma rejeição limpa e precisa do nível, além do horário (13:27 ET) já estar fora da janela mais ativa de reversão."
2025-11-18,13:37,LONG,24731.75,10.50,False,RECUSA,0.68,"Distância de 10.5pt até a linha é excessiva, indicando rompimento antecipado e não um toque/rejeição precisa do nível anterior, reduzindo a qualidade do sinal."
2025-11-18,13:39,LONG,24731.75,11.25,False,RECUSA,0.68,"Distância de 11,25pt do nível é muito ampla, indicando toque impreciso/sem rejeição limpa na linha, apesar do fechamento acima do nível."
2025-11-18,13:49,LONG,24731.75,12.50,False,RECUSA,0.68,"Distância de 12.5pt do nível é excessiva para caracterizar rejeição precisa na linha, sinal fraco apesar do horário e origem válidos."
2025-11-18,14:02,LONG,24731.75,2.75,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), toque próximo à linha (2.75pt) com vela fechando bem acima do nível, indicando rejeição clara; horário dentro do pregão regular em dia de semana normal."
2025-11-18,14:03,LONG,24731.75,4.00,False,ACEITA,0.68,"Nível é mínima do dia anterior RTH (mais confiável que Globex), horário líquido (14:03 ET), toque com distância razoável (4pt) e fechamento claramente acima da linha indicando rejeição válida."
2025-11-18,14:07,LONG,24731.75,1.50,False,ACEITA,0.72,"Toque próximo (1.50pt) do nível do dia anterior (não-Globex), com fechamento claramente acima da linha indicando rejeição válida durante horário líquido de RTH."
2025-11-18,14:11,LONG,24731.75,6.75,False,RECUSA,0.65,"Distância de 6,75pt do nível é excessiva, indicando toque impreciso e rejeição pouco limpa, mesmo com fechamento acima da linha."
2025-11-18,14:12,LONG,24731.75,2.25,False,ACEITA,0.68,"Toque próximo ao nível do dia anterior (RTH, não Globex), com rejeição clara (fechamento 2.25pt acima da mínima) durante horário líquido de tarde em dia útil."
2025-11-18,14:16,LONG,24731.75,2.25,False,ACEITA,0.68,"Nível de RTH do dia anterior (mais confiável que Globex), horário líquido, toque próximo à linha (2.25pt) com fechamento claramente acima do nível indicando rejeição válida."
2025-11-18,14:17,LONG,24731.75,0.50,False,ACEITA,0.72,"Nível é o dia anterior RTH (mais confiável que Globex), toque muito preciso (0.50pt) e vela fechou acima da linha confirmando rejeição, dentro do horário líquido da tarde."
2025-11-18,14:19,LONG,24731.75,1.75,False,ACEITA,0.68,"Nível é a mínima do dia anterior (RTH, não Globex), toque preciso (1.75pt) e fechamento da vela já rejeita acima da linha, em horário líquido de terça-feira."
2025-11-18,14:37,LONG,24731.75,0.25,False,ACEITA,0.72,"Toque preciso (0.25pt) na mínima do dia anterior (RTH, não Globex), com fechamento acima da linha indicando rejeição clara, em horário de sessão regular (14:37 ET) com boa liquidez."
2025-11-18,14:45,LONG,24731.75,6.25,False,ACEITA,0.68,"Nível é da RTH do dia anterior (mais confiável que Globex), horário dentro da sessão regular, distância de 6.25pt razoável e fechamento da vela claramente acima da linha indicando rejeição válida."
2025-11-18,14:54,LONG,24731.75,1.00,False,ACEITA,0.68,"Nível é o dia anterior RTH (mais confiável que Globex), toque muito próximo da linha (1pt) e fechamento acima do nível indicando rejeição clara; horário ainda dentro da sessão regular de terça-feira."
2025-11-18,14:56,LONG,24731.75,1.00,False,ACEITA,0.68,"Nível é a mínima RTH do dia anterior (mais confiável que Globex), toque preciso (1pt) e fechamento acima da linha indicando rejeição clara, dentro do horário líquido da tarde."
2025-11-18,15:05,LONG,24731.75,7.75,False,RECUSA,0.65,"Distância de 7.75pt do nível é grande, indicando toque pouco preciso/sem rejeição limpa na linha, além do horário (15:05 ET) já estar próximo do fim do RTH, reduzindo probabilidade de reversão eficaz."
2025-11-19,10:53,SHORT,24832.00,6.25,False,ACEITA,0.68,"Nível é a máxima do dia anterior (RTH, mais confiável que Globex), horário dentro da janela ativa de NY, e a vela fechou com rejeição clara 6,25pt abaixo da linha, indicando reversão consistente."
2025-11-20,11:16,SHORT,24988.00,6.00,False,RECUSA,0.65,"Distância de 6pt do nível é grande demais, indicando rompimento/teste pouco preciso em vez de rejeição limpa na linha."
2025-11-20,12:08,LONG,24507.00,7.50,False,RECUSA,0.68,"Distância de 7,5pt do nível é excessiva, indicando rejeição pouco precisa na linha, mesmo com origem confiável (dia anterior RTH) e horário líquido."
2025-11-20,12:11,LONG,24507.00,5.75,False,RECUSA,0.65,"Distância de 5,75pt do nível é grande demais para uma rejeição limpa, indicando pavio menos preciso e maior risco de falso sinal, além do horário (12:11 ET) já estar fora da janela mais líquida da manhã."
2025-11-20,13:10,LONG,24507.00,5.00,False,RECUSA,0.65,"Distância de 5pt do nível é excessiva, indicando toque impreciso e rejeição pouco clara, apesar do horário e origem do nível serem favoráveis."
2025-11-20,13:12,LONG,24507.00,14.25,False,RECUSA,0.72,"Distância de 14,25pt até a linha é excessiva (maior que o próprio stop de 12,5pt), indicando toque impreciso e sem rejeição limpa exatamente no nível."
2025-11-20,13:17,LONG,24507.00,7.00,False,RECUSA,0.65,"Distância de 7pt até a linha é excessiva, indicando toque impreciso e rejeição pouco confiável, apesar de ser nível de dia anterior RTH em horário aceitável."
2025-11-20,13:20,LONG,24507.00,3.00,False,ACEITA,0.72,"Nível é a mínima do dia anterior (RTH, mais confiável que Globex), toque com boa proximidade (3pt) e fechamento claramente acima da linha indicando rejeição, dentro do horário líquido da tarde."
2025-11-20,13:23,LONG,24507.00,9.25,False,RECUSA,0.68,"Distância de 9,25pt do nível é excessiva para uma rejeição precisa, indicando toque impreciso e menor probabilidade de reversão limpa."
2025-11-20,13:24,LONG,24507.00,11.25,False,RECUSA,0.68,"Distância de 11.25pt até a linha é grande demais, indicando toque impreciso/sem rejeição limpa exatamente no nível, aumentando risco de sinal espúrio."
2025-11-21,09:47,LONG,24098.00,13.75,False,RECUSA,0.68,"Distância de 13.75pt até a linha é muito grande, indicando toque impreciso/sem rejeição limpa no nível exato, apesar do fechamento forte acima da linha."
2025-11-21,10:03,LONG,24098.00,0.75,False,ACEITA,0.72,"Nível é o dia anterior (RTH, não Globex), toque preciso (0.75pt) e vela de sinal fecha acima da linha, indicando rejeição clara dentro do horário líquido da manhã."
2025-11-21,10:14,LONG,24098.00,2.50,False,ACEITA,0.68,"Nível é mínima do dia anterior (RTH, não Globex), distância de toque pequena (2.5pt) e vela fechou 2.5pt acima da linha mostrando rejeição clara dentro do horário líquido da manhã."
2025-11-21,10:15,LONG,24098.00,5.25,False,RECUSA,0.65,"Distância de 5,25pt do nível é excessiva, indicando rejeição pouco precisa e maior risco de falso sinal."
2025-11-21,11:22,LONG,24098.00,0.50,False,ACEITA,0.72,"Nível de RTH do dia anterior (confiável), toque preciso a 0.5pt da linha com fechamento rejeitando acima, dentro do horário líquido de sessão regular."
2025-11-24,09:31,SHORT,24555.25,9.25,True,RECUSA,0.7,"Nível de domingo à noite (Globex) é mais espúrio, distância de 9.25pt do toque é grande demais para uma rejeição precisa na linha, e horário logo após abertura (09:31 ET) tende a ter volatilidade inicial que gera falsos rompimentos."
2025-11-25,12:29,SHORT,24993.50,2.75,False,ACEITA,0.68,"Nível é da máxima do dia anterior (RTH, mais confiável que Globex), horário de sessão regular ativa (12:29 ET), toque com distância razoável de 2.75pt e fechamento claramente abaixo da linha (24990.75 vs 24993.50), mostrando rejeição consistente."
2025-11-25,12:59,SHORT,24993.50,4.25,False,RECUSA,0.65,"Distância de 4.25pt até a linha é grande demais, indicando rejeição pouco precisa e maior risco de falso sinal, mesmo com fechamento abaixo do nível."
2025-11-25,13:01,SHORT,24993.50,1.75,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável que Globex), toque com rejeição clara (1,75pt além da linha, fechamento já abaixo) e horário dentro do pregão regular em dia normal de semana."
2025-11-25,13:18,SHORT,24993.50,1.25,False,ACEITA,0.72,"Toque preciso (1.25pt) na máxima do dia anterior RTH, com fechamento claramente abaixo da linha confirmando rejeição, em horário líquido de terça-feira."
2025-11-25,14:17,SHORT,24993.50,3.25,False,ACEITA,0.68,"Nível de dia anterior (RTH, não Globex), horário líquido, rejeição clara com fechamento 3.25pt abaixo da linha tocada."
2025-11-25,14:23,SHORT,24993.50,14.75,False,RECUSA,0.68,"Distância de 14,75pt até a linha é grande (maior que o próprio stop de 12,5pt), indicando toque pouco preciso e rejeição menos confiável na terça em dia normal de RTH."
2025-11-25,14:26,SHORT,24993.50,13.75,False,RECUSA,0.68,"Distância de 13.75pt até a linha é grande demais, indicando rompimento/penetração forte em vez de rejeição limpa no nível."
2025-11-25,14:31,SHORT,24993.50,8.50,False,RECUSA,0.65,"Distância de 8,5pt até a linha é excessiva, indicando rompimento com força e não rejeição limpa no nível, apesar do fechamento abaixo do topo."
2025-11-25,14:53,SHORT,24993.50,2.00,False,ACEITA,0.68,"Nível é máx/mín do dia anterior (mais confiável que Globex), horário dentro do pregão regular, distância de toque pequena (2pt) e fechamento da vela já mostra rejeição clara abaixo da linha."
2025-12-02,09:30,SHORT,25495.75,3.50,False,RECUSA,0.65,"Sinal às 09:30 ET coincide com abertura do RTH, período de alta volatilidade e falsos rompimentos; distância de rejeição de 3.50pt é pequena, indicando fechamento próximo do nível sem forte confirmação de reversão."
2025-12-02,09:32,SHORT,25495.75,0.75,False,ACEITA,0.72,"Toque preciso (0,75pt) na máxima do dia anterior (RTH, não Globex), com vela de sinal fechando abaixo da linha confirmando rejeição, no horário líquido da manhã."
2025-12-02,11:38,SHORT,25495.75,12.25,False,RECUSA,0.68,"Distância de 12,25pt além da linha é excessiva, indicando rompimento forte e não uma rejeição limpa, mesmo com fechamento voltando abaixo do nível."
2025-12-02,11:45,SHORT,25495.75,7.50,False,RECUSA,0.65,"Distância de 7,5pt do nível é grande demais, indicando rejeição pouco precisa e sinal fraco, apesar do horário (11:45 ET) já estar fora da janela mais líquida da abertura."
2025-12-02,11:46,SHORT,25495.75,8.75,False,RECUSA,0.65,"Distância de 8,75pt do nível é grande, indicando rompimento forte e não um toque preciso com rejeição limpa; risco de sinal espúrio."
2025-12-02,11:49,SHORT,25495.75,5.25,False,RECUSA,0.65,"Distância de 5.25pt até a linha é grande, indicando toque impreciso/pavio distante, reduzindo qualidade da rejeição apesar do horário e nível serem favoráveis."
2025-12-03,14:52,SHORT,25670.00,5.25,False,RECUSA,0.65,"Distância de 5,25pt até a linha é grande demais, indicando rejeição pouco precisa e maior risco de falso sinal, apesar do nível ser confiável (dia anterior RTH) e do horário ser líquido."
2025-12-03,15:07,SHORT,25670.00,3.25,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável que Globex), horário líquido da tarde, toque com distância pequena (3.25pt) e vela fechando com rejeição clara abaixo da linha (25666.75 vs 25670)."
2025-12-03,15:35,SHORT,25670.00,0.75,False,ACEITA,0.72,"Toque preciso (0.75pt) no nível do dia anterior com fechamento rejeitando a linha, em horário líquido de RTH e sem ser range espúrio de domingo."
2025-12-03,15:51,SHORT,25670.00,7.00,False,RECUSA,0.65,"Distância de 7pt do nível é excessiva, indicando pouca precisão na rejeição e maior risco de sinal falso, além do horário próximo do fechamento (15:51 ET) reduzir a qualidade do movimento."
2025-12-03,15:53,SHORT,25670.00,3.75,False,ACEITA,0.68,"Nível do dia anterior (RTH, mais confiável que Globex), toque com distância razoável (3.75pt) e vela fechou rejeitando bem abaixo da linha, em horário líquido de quarta-feira."
2025-12-05,09:41,SHORT,25713.00,5.25,False,ACEITA,0.68,"Nível é máxima do dia anterior (mais confiável que Globex), horário dentro da janela ativa da manhã, vela fechou 5,25pt abaixo do nível mostrando rejeição clara."
2025-12-05,09:43,SHORT,25713.00,3.00,False,ACEITA,0.68,"Nível de dia anterior (mais confiável que Globex), toque com boa distância (3pt) e vela fechando 3pt abaixo do nível, mostrando rejeição clara; horário e dia (sexta manhã, sessão RTH ativa) são favoráveis à liquidez."
2025-12-05,09:45,SHORT,25713.00,4.50,False,ACEITA,0.68,"Nível de dia anterior (não Globex), horário de liquidez plena (09:45 ET), rejeição clara com fechamento 4,5pt abaixo da máxima tocada, confirmando reversão."
2025-12-05,11:15,SHORT,25713.00,6.00,False,RECUSA,0.65,"Distância de 6pt além do nível é excessiva para uma rejeição limpa, sugerindo rompimento com força em vez de reversão real, mesmo com fechamento recuando."
2025-12-05,11:18,SHORT,25713.00,5.75,False,RECUSA,0.62,"Distância de 5.75pt até a linha é grande, indicando toque impreciso/pouco respeito ao nível, apesar de vir de RTH e sexta-feira ter horário aceitável."
2025-12-05,11:22,SHORT,25713.00,1.25,False,ACEITA,0.72,"Toque preciso (1.25pt) no nível de dia anterior RTH, com fechamento claramente rejeitando abaixo da linha, em horário líquido (11:22 ET) de sexta-feira sem ser range espúrio de domingo."
2025-12-05,11:24,SHORT,25713.00,2.50,False,ACEITA,0.68,"Nível é máx/mín do dia anterior (RTH, mais confiável que Globex), horário dentro do pregão regular, distância de toque pequena (2.5pt) e fechamento da vela já rejeitando abaixo da linha, confirmando a reversão."
2025-12-05,11:29,SHORT,25713.00,13.75,False,RECUSA,0.68,"Distância de 13,75pt além do nível é excessiva (maior que o próprio stop de 12,5pt), sugerindo rompimento com força e não rejeição limpa da linha."
2025-12-05,11:46,SHORT,25713.00,4.75,False,ACEITA,0.68,"Nível de RTH do dia anterior (mais confiável que Globex), toque com distância razoável (4.75pt) e vela de sinal fechou 4.75pt abaixo da linha, mostrando rejeição clara; horário de sessão regular (11:46 ET) com liquidez adequada."
2025-12-05,12:11,SHORT,25713.00,4.00,False,ACEITA,0.68,"Nível de dia anterior (mais confiável que Globex), toque com rejeição clara de 4pt e fechamento 4pt abaixo da linha, horário líquido de RTH."
2025-12-05,12:13,SHORT,25713.00,8.50,False,RECUSA,0.65,"Distância de 8.5pt do nível é excessiva, indicando pouca precisão na rejeição e maior risco de falso sinal."
2025-12-05,12:18,SHORT,25713.00,12.75,False,RECUSA,0.7,"Distância excessiva (12.75pt) entre o toque e a linha indica rejeição pouco precisa, aumentando risco de sinal espúrio."
2025-12-05,12:25,SHORT,25713.00,7.25,False,RECUSA,0.65,"Distância de 7,25pt até a linha é grande demais, indicando toque impreciso e menor probabilidade de rejeição limpa no nível."
2025-12-05,12:48,SHORT,25713.00,4.00,False,ACEITA,0.62,"Nível da máxima RTH do dia anterior (mais confiável que Globex), toque com distância razoável de 4pt e fechamento claramente abaixo da linha confirmando rejeição, em horário líquido de sexta."
2025-12-05,13:21,SHORT,25713.00,2.00,False,ACEITA,0.68,"Nível é máx/mín do dia anterior (RTH, mais confiável que Globex), toque com distância pequena (2pt) e vela fechou rejeitando abaixo da linha, dentro do horário regular de sessão."
2025-12-05,13:23,SHORT,25713.00,1.25,False,ACEITA,0.72,"Nível de dia anterior (não Globex), toque próximo à linha (1.25pt) e fechamento abaixo dela indicando rejeição clara; sexta à tarde ainda dentro do horário líquido de RTH."
2025-12-05,14:24,SHORT,25713.00,4.00,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), toque com distância razoável (4pt) e fechamento claramente abaixo da linha mostrando rejeição, dentro do horário líquido de sexta à tarde."
2025-12-05,14:44,SHORT,25713.00,4.00,False,ACEITA,0.68,"Nível de RTH do dia anterior (mais confiável que Globex), distância de 4pt razoável e vela fechou 4pt abaixo do nível, mostrando rejeição clara dentro do horário líquido de sexta à tarde."
2025-12-05,14:48,SHORT,25713.00,8.00,False,RECUSA,0.65,"Distância de 8pt do nível é excessiva, indicando rompimento com força além da linha e não uma rejeição limpa; sinal fraco para reversão."
2025-12-05,15:42,SHORT,25713.00,0.75,False,ACEITA,0.72,"Toque preciso (0,75pt) no nível do dia anterior (RTH, mais confiável que Globex), com fechamento claramente rejeitando abaixo da linha, em horário líquido de sessão regular."
2025-12-05,15:47,SHORT,25713.00,9.00,False,RECUSA,0.68,"Toque com distância excessiva (9pt) da linha, indicando pouca precisão na rejeição, agravado pelo horário tardio (15:47 ET, próximo do fechamento) numa sexta-feira, quando a liquidez e a continuidade do movimento tendem a ser mais erráticas."
2025-12-05,15:55,SHORT,25713.00,5.75,False,RECUSA,0.68,"Sinal às 15:55 ET, próximo do fechamento RTH e final de semana (sexta), com baixa liquidez subsequente e maior risco de reversão espúria sem continuidade; distância de 5,75pt é moderada mas o timing desfavorece."
2025-12-05,15:56,SHORT,25713.00,4.00,False,RECUSA,0.68,"Sinal às 15:56 ET, muito próximo do fechamento do RTH (16:00), horário de baixa liquidez e alta chance de movimentos erráticos/stop-hunt sem continuidade real."
2025-12-08,09:42,SHORT,25803.25,10.75,True,RECUSA,0.72,"Nível de Globex (mais espúrio) com distância de toque muito grande (10.75pt), sinal fraco apesar do horário e fechamento favoráveis."
2025-12-08,09:46,SHORT,25803.25,2.25,True,RECUSA,0.65,"Nível é range de domingo/Globex (mais espúrio) e horário já pós-abertura (09:46 ET), reduzindo confiabilidade da rejeição apesar da distância razoável."
2025-12-08,10:24,LONG,25700.25,4.25,True,RECUSA,0.68,"Nível de Globex (segunda) é mais espúrio, dist_nivel de 4.25pt é grande para stop de 12,5pt e horário já fora da abertura, reduzindo qualidade do sinal."
2025-12-08,10:30,LONG,25700.25,0.25,True,RECUSA,0.72,"Nível de domingo à noite (Globex) é mais espúrio, toque com distância mínima e fechamento quase colado na linha indicam rejeição fraca, sem confirmação clara de reversão."
2025-12-08,10:32,LONG,25700.25,4.00,True,RECUSA,0.68,"Nível de domingo à noite (Globex) é mais espúrio, distância de 4pt do toque é grande em relação ao stop de 12,5pt, e horário já fora da abertura, reduzindo qualidade do sinal."
2025-12-08,10:40,LONG,25700.25,4.25,True,RECUSA,0.68,"Nível de Globex (domingo à noite) é mais espúrio, distância de 4,25pt do toque é grande demais para uma rejeição limpa, e já é 10:40 ET, fora da janela mais confiável de abertura."
2025-12-09,09:33,LONG,25564.75,6.00,False,RECUSA,0.62,"Distância de 6pt até a linha é grande, indicando toque impreciso e rejeição pouco limpa, além do horário 09:33 ainda estar na volatilidade de abertura do RTH."
2025-12-10,10:58,LONG,25560.00,15.00,False,RECUSA,0.7,"Distância de 15pt do nível é excessiva, indicando toque impreciso/sem reação limpa na linha, reduzindo a validade do sinal de rejeição."
2025-12-10,10:59,LONG,25560.00,4.75,False,ACEITA,0.68,"Nível é mínima do dia anterior (RTH, não Globex), horário dentro da manhã regular, distância de 4.75pt é razoável e o fechamento da vela mostra rejeição clara acima da linha."
2025-12-10,11:08,LONG,25560.00,12.50,False,RECUSA,0.65,"Distância de 12.5pt do nível é grande demais, indicando rompimento/teste distante em vez de rejeição precisa na linha, o que reduz a qualidade do sinal apesar do fechamento forte."
2025-12-10,14:11,SHORT,25735.75,5.50,False,RECUSA,0.65,"Distância de 5.50pt até a linha é excessiva, indicando toque impreciso/pouco respeito ao nível, mesmo com fechamento abaixo da máxima."
2025-12-10,14:17,SHORT,25735.75,1.50,False,ACEITA,0.72,"Nível de dia anterior (RTH, não Globex), horário líquido, distância pequena (1.5pt) e fechamento da vela abaixo do nível confirmando rejeição clara."
2025-12-10,14:39,SHORT,25735.75,13.00,False,RECUSA,0.68,"Distância de 13pt até a linha é excessiva, indicando rompimento forte e não um simples toque com rejeição clara, aumentando risco de sinal espúrio."
2025-12-10,14:40,SHORT,25735.75,2.00,False,ACEITA,0.68,"Nível é o dia anterior RTH (mais confiável que Globex), toque limpo com rejeição clara (vela fechou 2pt abaixo da máxima) e horário dentro do pregão regular, com boa liquidez."
2025-12-10,14:52,SHORT,25735.75,1.75,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável), toque preciso com rejeição clara (fechamento 1.75pt abaixo da linha) e horário dentro da sessão regular, em quarta-feira sem viés de baixa liquidez."
2025-12-11,09:48,LONG,25528.75,2.00,False,ACEITA,0.72,"Nível do dia anterior (RTH, mais confiável que Globex), toque próximo à linha (2pt) e vela fechando com rejeição clara acima do nível, dentro da janela ativa da manhã."
2025-12-11,10:09,LONG,25528.75,2.50,False,ACEITA,0.68,"Nível é mínima do dia anterior RTH (mais confiável que Globex), toque com boa proximidade (2.5pt) e fechamento claramente acima da linha mostrando rejeição, dentro do horário líquido de manhã."
2025-12-11,10:12,LONG,25528.75,14.75,False,RECUSA,0.68,"Distância de 14.75pt até a linha é excessiva, indicando toque impreciso/tardio e menor probabilidade de rejeição limpa no nível."
2025-12-11,10:44,LONG,25528.75,5.00,False,RECUSA,0.65,"Distância de 5pt até a linha é grande demais para caracterizar rejeição precisa no nível, aumentando risco de sinal falso."
2025-12-11,10:58,LONG,25528.75,3.25,False,ACEITA,0.68,"Nível é mínima do dia anterior (RTH, não Globex), toque com boa proximidade (3.25pt) e vela fecha claramente acima da linha, dentro do horário líquido da manhã."
2025-12-11,11:01,LONG,25528.75,8.75,False,RECUSA,0.65,"Distância de 8,75pt até a linha é muito grande, indicando toque impreciso/sem rejeição limpa no nível, apesar do horário (11h) e nível serem favoráveis."
2025-12-11,11:41,LONG,25528.75,12.75,False,RECUSA,0.7,"Distância de 12.75pt até a linha é excessiva (quase igual ao stop de 12.5pt), indicando toque pouco preciso e rejeição tardia, mesmo com nível válido de RTH e horário líquido."
2025-12-11,11:51,LONG,25528.75,6.00,False,RECUSA,0.65,"Distância de 6pt do nível é excessiva para caracterizar rejeição precisa na linha, indicando toque impreciso/menos confiável, apesar do horário e nível (dia anterior) serem favoráveis."
2025-12-11,12:05,LONG,25528.75,0.75,False,ACEITA,0.72,"Toque preciso (0.75pt) na mínima do dia anterior, com fechamento acima da linha confirmando rejeição, em horário de liquidez normal (RTH) e nível não-espúrio."
2025-12-11,12:07,LONG,25528.75,1.00,False,ACEITA,0.68,"Toque próximo (1pt) da mínima RTH do dia anterior com fechamento acima da linha (rejeição clara), em horário de sessão regular líquida (12:07 ET), nível não-Globex, boa qualidade de sinal."
2025-12-11,12:09,LONG,25528.75,3.75,False,ACEITA,0.68,"Nível do dia anterior (RTH, mais confiável que Globex), horário líquido de sessão regular, distância de 3.75pt aceitável e fechamento da vela acima do nível confirmando rejeição."
2025-12-12,10:49,LONG,25390.25,3.50,False,ACEITA,0.68,"Nível de dia anterior (RTH, mais confiável que Globex), toque com distância razoável (3.5pt) e fechamento da vela 3.5pt acima da linha, indicando rejeição clara dentro do horário líquido da manhã."
2026-01-06,10:54,SHORT,25708.00,11.75,False,RECUSA,0.68,"Distância de 11.75pt até a linha é excessiva quase igual ao stop de 12.5pt, indicando pavio muito longo além do nível e maior chance de já ter estourado o risco antes da entrada, apesar do fechamento mostrar rejeição decente."
2026-01-06,11:25,SHORT,25708.00,11.25,False,RECUSA,0.68,"Distância de 11,25pt até a linha é excessiva (próxima do stop de 12,5pt), indicando rompimento forte em vez de rejeição precisa no nível."
2026-01-06,12:07,SHORT,25708.00,1.50,False,ACEITA,0.68,"Nível de dia anterior (mais confiável que Globex), toque com pouca penetração (1.5pt) e fechamento claramente abaixo da linha, indicando rejeição válida; horário e dia da semana normais para liquidez."
2026-01-06,12:11,SHORT,25708.00,2.00,False,ACEITA,0.68,"Nível de dia anterior (não Globex), horário líquido (12:11 ET), toque próximo à linha (2pt) com fechamento rejeitando abaixo do nível, sinal tecnicamente limpo."
2026-01-07,09:40,SHORT,25837.75,2.50,False,ACEITA,0.68,"Toque no nível do dia anterior (RTH, mais confiável que Globex), com fechamento 2.5pt abaixo do nível mostrando rejeição clara, em horário líquido de manhã."
2026-01-07,10:01,SHORT,25837.75,6.50,False,RECUSA,0.65,"Distância de 6.5pt até a linha é grande, indicando rejeição pouco precisa e maior risco de sinal espúrio."
2026-01-07,10:16,SHORT,25837.75,1.75,False,ACEITA,0.72,"Nível é a máxima do dia anterior (mais confiável que Globex), horário dentro da janela ativa do RTH, distância pequena (1.75pt) e fechamento já abaixo da linha confirmando rejeição clara."
2026-01-07,10:19,SHORT,25837.75,1.75,False,ACEITA,0.68,"Nível de dia anterior (mais confiável que Globex), horário dentro da manhã ativa de NY, toque preciso (1.75pt) e fechamento claramente abaixo da linha confirmando rejeição."
2026-01-07,15:36,SHORT,25837.75,8.25,False,RECUSA,0.65,"Distância de 8,25pt do nível é excessiva, indicando toque pouco preciso e rejeição fraca na linha do dia anterior."
2026-01-07,15:41,SHORT,25837.75,6.75,False,RECUSA,0.65,"Distância de 6.75pt do nível é grande, indicando rejeição fraca/pouco precisa no toque, apesar do horário (15:41 ET) ainda estar dentro do RTH ativo."
2026-01-07,15:43,SHORT,25837.75,2.00,False,ACEITA,0.72,"Nível é máx/mín do dia anterior RTH (mais confiável que Globex), horário líquido (15:43 ET), distância de 2pt do nível e fechamento claramente abaixo da linha indicam rejeição válida."
2026-01-07,15:45,SHORT,25837.75,5.25,False,RECUSA,0.62,"Distância de 5.25pt do nível é grande, indicando rompimento/ultrapassagem em vez de rejeição precisa na linha, mesmo com fechamento abaixo da máxima."
2026-01-07,15:49,SHORT,25837.75,3.25,False,ACEITA,0.68,"Nível de dia anterior (mais confiável que Globex), rejeição clara com fechamento 3,25pt abaixo da máxima, horário ainda dentro da sessão regular (15:49 ET) com liquidez adequada."
2026-01-07,15:52,SHORT,25837.75,2.00,False,ACEITA,0.68,"Nível é máx/mín do dia anterior (RTH, mais confiável que Globex), distância de toque pequena (2pt) indica teste preciso da linha, e o fechamento da vela já mostra rejeição clara abaixo do nível, dentro do horário líquido de RTH em quarta-feira."
2026-01-08,09:30,LONG,25771.00,14.50,False,RECUSA,0.7,"Distância de 14,5pt do nível é excessiva (maior que o próprio stop de 12,5pt), indicando toque não preciso e rejeição pouco confiável, mesmo com nível válido de RTH e horário de abertura."
2026-01-09,10:25,SHORT,25803.00,3.25,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, mais confiável que Globex), toque com distância pequena (3.25pt) e fechamento da vela já 3.25pt abaixo do nível, mostrando rejeição clara; horário de sexta na sessão principal com boa liquidez."
2026-01-09,10:44,SHORT,25803.00,4.25,False,RECUSA,0.65,"Distância de 4,25pt do nível é grande demais, indicando rejeição fraca/pouco precisa na linha, aumentando risco de sinal espúrio."
2026-01-09,10:48,SHORT,25803.00,4.00,False,ACEITA,0.68,"Nível é máxima do dia anterior (RTH, não Globex), toque com rejeição clara e fechamento 4pt abaixo da linha, horário de liquidez plena (10:48 ET) e sexta-feira sem viés de gap dominical."
2026-01-09,10:52,SHORT,25803.00,4.25,False,RECUSA,0.6,"Distância de 4,25pt além do nível é excessiva para uma rejeição limpa, sugerindo possível rompimento em vez de reversão, mesmo com o nível sendo do dia anterior (RTH) e horário líquido."
2026-01-09,10:57,SHORT,25803.00,6.25,False,RECUSA,0.62,"Distância de 6,25pt até a linha é grande, indicando rompimento forte em vez de rejeição limpa no nível."
