data,hora,lado,dist_nivel,contratos,trail_mult,be_lock_frac,confianca,motivo
2025-12-10,14:39,SHORT,13.00,5,1.0,0.75,0.7,"SHORT em topo de máx/mín RTH anterior (origem de qualidade), quarta-feira em horário RTH (14:39 ET, bem dentro do pregão). Distância de 13pt é moderada — não é toque apertado, indica sinais menos ""hot"" mas ainda válido. Mantém configuração padrão (5 / 1,0 / 0,75) por ser contexto regular, sem extremos que justifiquem ajustes agressivos ou defensivos."
2025-12-10,14:40,SHORT,2.00,5,1.0,0.75,0.75,"Quarta-feira, horário RTH normal (14:40 ET), nível de máx/mín do dia anterior (estrutura clara). Distância de 2pt é aceitável — toque não é perfeito mas nível é sólido e em RTH. Mantém padrão confortável sem motivo pra desviar."
2025-12-10,14:52,SHORT,1.75,5,1.0,0.75,0.75,"SHORT em máx/mín RTH do dia anterior, horário RTH (14:52 ET, final de dia), quarta-feira. Toque muito próximo (1.75pt) = qualidade boa. Nível não-Globex, período normal. Mantém padrão: 5 contratos, trailing 1.75pt (1.0x), be_lock 75% por ser sinal de qualidade média-alta mas não perfeito."
2025-12-11,09:48,LONG,2.00,5,1.0,0.75,0.72,"Quinta-feira, horário RTH normal (09:48), nível de máx/mín do dia anterior (alta qualidade). Distância 2pt é moderada — não é um toque perfeito mas também não é ruim. Contexto de dia de semana em sessão normal favorece. Mantém gestão padrão balanceada: permite espaço pra respirar sem ser agressivo demais."
2025-12-11,10:09,LONG,2.50,5,1.0,0.75,0.7,"Quinta-feira, horário RTH normal (10:09 ET), nível de máx/mín do dia anterior (origem sólida). Distância de 2.50pt é moderada — não é um toque perfeito, mas também não é sinal fraco. Contexto de semana (não domingo Globex), origem normal, mantém padrão sem alterações agressivas. Confiança 0.70 reflete qualidade média-boa do setup."
2025-12-11,10:12,LONG,14.75,5,1.0,0.75,0.72,"Quinta-feira, horário RTH consolidado (10:12 ET), nível de máx/mín do dia anterior (origem RTH legítima). Distância de 14.75pt é moderada — não é um toque perfeito, mas também não é ruim. Mantém padrão porque a qualidade do sinal é razoável: dia normal, horário bom, origem confiável. Confiança 0.72 reflete a distância um pouco maior. Sem motivo para desviar dos parâmetros padrão."
2025-12-11,10:44,LONG,5.00,5,1.0,0.75,0.75,"LONG em quinta-feira, 10:44 ET (RTH). Nível RTH normal (máx/mín do dia anterior), horário dentro da sessão principal. Distância de 5pt é considerada moderada — não é um toque super limpo (0-2pt), mas também não é longe (8+pt). Qualidade média-boa. Sem motivo específico para desviar dos padrões, mantendo posição equilibrada (5 contratos, trailing padrão 1,75pt, lock de 75% do MFE)."
2025-12-11,10:58,LONG,3.25,5,1.0,0.75,0.7,"Quinta-feira, horário RTH normal (10:58 ET), nível de máx/mín do dia anterior (origem limpa). Distância de 3.25pt é moderada — não é toque precisão-cirúrgica (0-1pt), mas também não é muito afastado. Qualidade média: mantém padrão 5 contratos e trailing 1.0x. Confiança 0.70 reflete que a origem é boa (não é domingo/Globex) e o horário é saudável, mas a dist_nivel um pouco elevada reduz certeza."
2025-12-11,11:01,LONG,8.75,5,1.0,0.75,0.7,"Quinta-feira, horário RTH normal (11:01 ET), nível de máx/mín do dia anterior (origem sólida). Distância de 8.75pt é moderada — não é um toque muito próximo (que pediria mais contratos), mas também não é tão longe (que sinalizaria qualidade comprometida). Mantém padrão conservador: 5 contratos, trailing 1,75pt normal, lock de 75% do favor máximo. Confiança 0,7 reflete o contexto aceitável mas não excepcional."
2025-12-11,11:41,LONG,12.75,5,1.0,0.75,0.7,"Quinta-feira, horário RTH normal (11:41 ET), nível de máx/mín do dia anterior (suporte técnico legítimo). Distância de 12.75pt é moderada — toque não é perfeito, mas também não é fraco demais. Contexto de qualidade média-alta: mantém padrão (5 contratos, trailing 1.75pt, lock 75%) sem necessidade de ajuste agressivo."
2025-12-11,11:51,LONG,6.00,5,1.0,0.75,0.7,"Quinta-feira, sinal LONG em máx/mín RTH do dia anterior. Horário 11:51 ET é sessão normal. Distância de 6pt é moderada — não é um toque perfeito mas também não é extremamente distante. Contexto de dia útil típico e origem de nível confiável (máx/mín RTH). Mantém padrão: 5 contratos, trailing 1,0 (1,75pt), be_lock 0,75. Sem motivo suficiente para desviar dos defaults."
2025-12-11,12:05,LONG,0.75,5,1.0,0.75,0.75,"LONG em RTH, quinta-feira 12:05 ET, dist_nivel=0.75pt (toque preciso em máx/mín do dia anterior). Horário bom (meio do expediente), origem confiável (RTH), proximidade excelente. Mantém padrão 5/1.0/0.75 — sinal de boa qualidade sem anomalias que justifiquem desvios."
2025-12-11,12:07,LONG,1.00,5,1.0,0.75,0.75,"Quinta-feira, horário intradía (12:07 ET) em RTH normal. Nível de máx/mín do dia anterior = origem sólida e testada. Distância de 1.00pt é um toque MUITO próximo da linha — qualidade de sinal alta. Lado LONG em fundo favorece reversão. Mantém padrão default (5 contratos, trail 1.0x, lock 0.75) porque todas as variáveis apontam qualidade normal/boa, sem razão para desviar significativamente."
2025-12-11,12:09,LONG,3.75,5,1.0,0.75,0.7,"Quinta-feira, horário RTH (12:09 ET), nível de máx/mín do dia anterior (origem sólida). Distância de 3.75pt é razoável — não é toque perfeito, mas também não está muito longe. Qualidade média-boa. Mantém perfil padrão: 5 contratos, trailing 1,0x e be_lock 0,75. Sinal suficientemente confiável para não reduzir, mas sem razão para aumentar agressividade."
2025-12-12,10:49,LONG,3.50,5,1.0,0.75,0.7,"Sexta-feira RTH, nível do dia anterior (origen sólida), mas dist_nivel de 3.50pt indica toque moderado, não perfeito. Horário 10:49 ET está dentro da zona de boa liquidez pré-almoço. Mantém perfil padrão (5 contratos, trailing 1.75pt, lock 75%) — sinal de qualidade razoável, sem motivos para desvios agressivos."
2026-01-06,10:54,SHORT,11.75,5,1.0,0.75,0.72,"Terça-feira, horário RTH normal (10:54 ET). Nível de máx/mín do dia anterior = origem confiável. Distância de 11.75pt é moderada — não é toque perfeito, mas também não é espúrio. SHORT em topo é a estrutura clássica. Sem motivos para desviar dos padrões: uso contratos e trailing padrão."
2026-01-06,11:25,SHORT,11.25,5,1.0,0.75,0.7,"Terça-feira, horário RTH normal (11:25 ET), nível de máx/mín do dia anterior (RTH). Distância de 11.25pt é moderada — não é um toque pristino (que seria <3pt), mas também não é desprezível. Sinal de qualidade mediana: mantém padrão (5 contratos, trail 1.0, be_lock 0.75). Confiança 0.7 reflete a moderação do sinal — não é de alta convicção, mas tem contexto válido (reversão em dia útil normal)."
2026-01-06,12:07,SHORT,1.50,5,1.0,0.75,0.7,"Sinal SHORT em terça-feira, meio do dia (12:07 ET), nível RTH normal (máx/mín anterior), toque bem próximo (1.50pt = qualidade acima da média). Não há razões para agredir — contexto sólido mas sem características excepcionais. Mantém padrão: 5 contratos, trailing 1.75pt, 75% do MFE travado no BE."
2026-01-06,12:11,SHORT,2.00,5,1.0,0.75,0.7,"Sinal SHORT terça-feira 12:11 ET, nível RTH bem definido (máx/mín do dia anterior), toque a 2.00pt da linha — qualidade moderada. Sem razão concreta pra desviar dos padrões: contratos 5, trailing 1,0 (neutro), be_lock 0,75 (proteção equilibrada). Confiança 0,70 — toque não é ultra-próximo mas nível é RTH e dia útil normal."
2026-01-07,09:40,SHORT,2.50,5,1.0,0.75,0.75,"SHORT em topo, quarta-feira 09:40 ET (RTH ativo, horário de boa liquidez). Nível de máx/mín do dia anterior é referência sólida. dist_nivel de 2.50pt é um toque MUITO próximo — indica rejeiçâo clara e alta qualidade do sinal. Mantém padrão: 5 contratos, trailing 1.0x (1.75pt) e be_lock_frac 0.75 — sem necessidade de ajustes agressivos, sinal já tem credibilidade pelo toque limpo."""
2026-01-07,10:01,SHORT,6.50,5,1.0,0.75,0.75,"Quarta-feira, RTH normal, horário líquido (10:01 ET). Nível do dia anterior (máx/mín), contexto robusto. Distância de 6,50pt é moderada — nem muito próximo (confiança alta) nem muito longe (ruído). Mantém padrão com confiança ligeiramente acima da média."
2026-01-07,10:16,SHORT,1.75,5,1.0,0.75,0.75,"Quarta-feira, horário RTH normal (10:16 ET), nível de máx/mín do dia anterior (RTH puro). Toque bem próximo (1.75pt) indica qualidade boa. Sem motivos para desviar dos padrões — contratos 5, trailing 1.75pt (1.0x), lock 75% do MFE."
2026-01-07,10:19,SHORT,1.75,5,1.0,0.75,0.75,"Quarta-feira, horário RTH normal (10:19 ET), nível de máx/mín do dia anterior (origem legítima). Toque bem próximo (1.75pt), sinal de boa qualidade. SHORT no topo com contexto favorável. Mantém defaults: 5 contratos, trailing padrão 1.75pt, proteção balanceada no breakeven."
2026-01-07,15:36,SHORT,8.25,5,1.0,0.75,0.7,"Quarta-feira, horário final de RTH (15:36 ET), nível de máx/mín do dia anterior (contexto legítimo). Distância de 8.25pt é moderada — não é um toque perfurante, mas também não é um nível distante/especulativo. Mantém padrões conservadores (5 contratos, 1.0 trail, 0.75 be_lock) porque a distância do nível e o horário tardio sugerem qualidade média — não há razão para agressividade extra, mas também não há sinais de fraqueza que justifiquem redução. Confiança 0.7 reflete a incerteza típica de sinais em horário de fechamento."
2026-01-07,15:41,SHORT,6.75,5,1.0,0.75,0.7,"SHORT em quarta-feira (dia estável), horário 15:41 ET (próximo ao fechamento, menos volume de reversão forte). Nível RTH normal (máx/mín do dia anterior). Distância 6.75pt é moderada — não é um toque apertado (que daria mais confiança), mas também não é muito afastado. Sem razão concreta pra desviar dos padrões: uso 5 contratos, trailing padrão (1.0x = 1.75pt), e lock de 75% no breakeven. Confiança 0.7 reflete a moderação da distância e proximidade do fechamento."
2026-01-07,15:43,SHORT,2.00,5,1.0,0.75,0.7,"Sinal SHORT em máximo do dia anterior (RTH), quarta-feira às 15:43 ET. Distância de 2.00pt indica toque relativamente próximo da linha — qualidade moderada. Horário ainda em sessão RTH normal, nível não é de domingo/Globex (mais confiável). Sem sinais de extrema qualidade (dist muito perto) nem de baixa qualidade (dist grande). Mantém padrão conservador: 5 contratos, trailing 1.75pt (1.0x), lock de 75% do MFE no breakeven."
2026-01-07,15:45,SHORT,5.25,5,1.0,0.75,0.7,"Sinal SHORT em quarta-feira (meio da semana, volatilidade normal). Nível de máx/mín RTH anterior = origem sólida. Hora 15:45 ET = final de sesão, liquidez pode estar caindo. Distância de 5.25pt é moderada (não é toque perfeito, mas razoável). Sem razão pra desviar do padrão — mantém estrutura conservadora 5/1.0/0.75."
2026-01-07,15:49,SHORT,3.25,5,1.0,0.75,0.7,"Quarta-feira, RTH (máx/mín do dia anterior), horário 15:49 ET (fim de dia normal). Distância de 3.25pt é moderada — não é um toque perfeito mas também não é muito longe. Qualidade média: mantém padrão 5-1.0-0.75, sem razão para ser agressivo ou defensivo demais."
2026-01-07,15:52,SHORT,2.00,5,1.0,0.75,0.7,"Sinal SHORT em quarta-feira no RTH com nível do dia anterior. Hora 15:52 ET ainda dentro do pregão principal (fecha às 16:00). Distância de 2.00pt é razoável — não é um toque perfeito, mas está próximo o bastante. Nível RTH clássico = boa qualidade. Mantém padrão 5 contratos / 1.0 trail / 0.75 lock por não haver motivos para agredir ou ser muito conservador. Confiança 0.70 por ser final de dia (menos líquido, mais ruído possível)."
2026-01-08,09:30,LONG,14.50,5,1.0,0.75,0.7,"Quinta-feira 09:30 ET, LONG em máx/mín do dia anterior (RTH), distância 14.50pt. Sinal de qualidade moderada — não é um toque super próximo (que seria <5-7pt), mas também não é tão longe. Horário no meio da sessão RTH oferece boa liquidez. Sem fatores claramente negativos (domingo/Globex, hora fraca). Mantém padrão 5/1.0/0.75 — confiança 0.7 por causa da distância um pouco elevada."
2026-01-09,10:25,SHORT,3.25,5,1.0,0.75,0.7,"SHORT em sexta-feira (dia com volumes e tendências mais definidas), horário 10:25 ET (mercado aquecido, boa volatilidade). Nível de origem RTH normal (não é domingo/Globex), mas dist_nivel de 3.25pt é moderada—toque não foi perfeito na linha, indica qualidade média. Sem razão para desviar muito dos padrões: mantém 5 contratos, trailing padrão (1,0x) e lock frac conservador (0,75) para equilibrar proteção com potencial de captura."""
2026-01-09,10:44,SHORT,4.25,5,1.0,0.75,0.7,"SHORT em topo, sexta-feira 10:44 ET. Nível RTH (máx/mín dia anterior) = qualidade boa. Distância 4.25pt é moderada — não é um toque cirúrgico, mas não é distante demais. Sexta durante RTH normal mantém credibilidade. Sem razão pra fugir dos parâmetros padrão; mantém exposição equilibrada com proteção apropriada."
2026-01-09,10:48,SHORT,4.00,5,1.0,0.75,0.75,"Sexta-feira, horário RTH normal (10:48 ET), nível de máx/mín do dia anterior (origem legítima). Distância de 4pt é moderada — não é um toque perfeito, mas também não é longe demais. Qualidade média-boa. Mantém padrão: 5 contratos, trailing 1,75pt sem multiplicador, 75% de MFE travado no BE."
2026-01-09,10:52,SHORT,4.25,5,1.0,0.75,0.75,"SHORT sexta-feira 10:52 ET. Nível RTH (máx/mín dia anterior), origem clara. Distância 4.25pt é moderada — não é um toque perfeito (seria <2pt), mas também não é ruim. Horário mid-morning em dia de semana com volume estabelecido. Sem grandes catalistas conhecidos. Padrão conservador mantido: 5 contratos, trailing 1.0x (1.75pt), be_lock 0.75 — suficiente proteção sem ser excessivamente restritivo para um sinal de qualidade intermediária."
2026-01-09,10:57,SHORT,6.25,5,1.0,0.75,0.7,"Sexta-feira, RTH normal, nível do dia anterior (máx/mín). Horário 10:57 ET está dentro do melhor window de volatilidade. Distância de 6.25pt é moderada — não é um toque excelente, mas também não é longe demais. Mantém parâmetros padrão como base sólida para reversão SHORT em contexto de qualidade média-alta. Sem motivo forte para desviar."
2026-01-09,10:59,SHORT,2.75,5,1.0,0.75,0.7,"Sexta-feira 10:59 ET, SHORT em nível RTH do dia anterior (máx/mín), dist_nivel 2.75pt (toque moderadamente próximo). Horário em RTH normal, origem confiável. Sem motivos pra desviar significativamente do padrão — confiança moderada, parâmetros neutros (5 contratos, trailing 1,75pt, lock 75%)."
2026-01-12,11:17,SHORT,9.25,4,0.8,0.8,0.55,"Nível de domingo/Globex (menos confiável), distância média-alta de 9.25pt reduz qualidade do sinal, horário de meio de sessão RTH. Reduz contratos (4 vs 5 padrão), trailing mais apertado (0.8 vs 1.0) pra proteger ganho antes, lock_frac mais agressivo (0.8) pra garantir lucro ao atingir BE."
2026-01-12,11:53,SHORT,6.00,4,0.8,0.8,0.55,"Nível de domingo/Globex (menos confiável), dist_nivel elevada (6pt = toque longe da linha), horário matinal segundeira (11:53 ET). Redução de contratos (4 vs 5), trailing mais apertado (0.8 vs 1.0) e be_lock_frac elevado (0.80) para proteger ganho cedo, dado que qualidade do sinal é moderada-baixa."
2026-01-12,12:01,SHORT,4.75,4,0.8,0.8,0.55,"SHORT em segunda (dia fraco), horário 12:01 ET (meio de dia, volatilidade normal), nível de origem domingo Globex (menos confiável que RTH normal), dist_nivel 4.75pt (toque moderado, não perfeito). Reduz contratos (4 vs padrão 5), trail mais apertado (0.8 vs 1.0 para proteger ganho antes) e be_lock_frac mais alto (0.80 vs 0.75 para garantir mais do MFE quando breakeven ativa). Confiança 0.55 reflete qualidade intermediária do sinal."
2026-01-12,12:08,SHORT,1.75,4,0.85,0.8,0.62,"Nível de domingo/Globex (menos confiável que RTH), mas toque bem próximo (1.75pt é excelente). Segunda-feira ao meio do dia (liquidez boa, volatilidade normal). Reduz contratos para 4 pela origem espúria. Trail mais apertado (0.85) e BE lock mais alto (0.80) pra proteger ganho cedo, já que esses sinais tendem a reverter mais rápido."
2026-01-12,12:10,SHORT,5.50,4,0.8,0.8,0.6,"Sinal de qualidade média-baixa: nível origina de Globex (domingo à noite, menos confiável que RTH); dist_nivel de 5.50pt é significativa (típica de reversão com fricção); horário 12:10 ET é meio de sessão RTH (aceitável); segunda-feira não é dia de maior instabilidade. Redução conservadora: menos contratos (4 vs 5 padrão), trailing mais apertado (0.8x = 1.4pt protege ganho antes), e lock de breakeven mais alta (0.80 vs 0.75) para garantir o pouco que ganhar. Confiança 0.60 reflete a incerteza do nível Globex + distância de entrada moderada."
2026-01-12,12:18,SHORT,1.25,4,0.8,0.8,0.55,"Nível de domingo (Globex) com dist_nivel 1.25pt = qualidade média-baixa. Segunda-feira 12:18 ET está em horário decente (pós-abertura NY), mas sinal originário de mercado noturno espúrio merece cautela. Reduzido contratos (4 vs 5), trail mais apertado (0.8 vs 1.0) pra proteger antes, be_lock mais alto (0.8) pra garantir ganho cedo. Confiança 0.55 reflete a origem questionável do nível."
2026-01-12,12:20,SHORT,3.50,4,0.8,0.8,0.55,"Nível de domingo (Globex) com dist_nivel 3.50pt — qualidade moderada. Segunda-feira 12:20 ET ainda em horário de volume, mas origem em range noturno reduz confiança. Reduzir contratos (4 vs 5) e trail mais apertado (0.8) para proteger contra reversões bruscas. be_lock_frac mais alto (0.80) garante mais do ganho inicial antes de deixar rodar."
2026-01-12,12:25,SHORT,3.75,4,0.8,0.8,0.55,"Sinal SHORT de domingo/Globex (nível menos robusto). Toque afastado (3.75pt), segunda-feira às 12:25 (mercado já aquecido, momentum menos previsível). Reduz contratos (4 vs padrão 5) e aperta trail (0.8x em vez de 1.0x) + be_lock mais alto (0.8 vs 0.75) para proteger ganho cedo. Confiança moderada-baixa pela origem Globex + distância."
2026-01-12,12:27,SHORT,6.25,4,0.8,0.8,0.55,"SHORT em nível de domingo/Globex com dist_nivel 6.25pt (longe). Segunda-feira, 12:27 ET (meio da sessão RTH). Origem Globex = nível mais espúrio. Reduzir contratos (4 vs padrão 5), trailing mais apertado (0.8 vs 1.0) e lock fraction mais alta (0.80 vs 0.75) pra proteger ganho cedo. Confiança moderada-baixa (0.55) pelo contexto de domingo."
2026-01-12,12:32,SHORT,2.25,4,0.8,0.8,0.55,"Short em topo de Globex (domingo), segunda-feira 12:32 ET. Distância 2.25pt é significativa (não toque perfeito). Nível de domingo/Globex tende a ser mais espúrio. Confiança moderada-baixa: reduzir contratos (4 vs padrão 5), trailing mais apertado (0.8 vs 1.0) pra proteger ganho antes, lock_frac mais alto (0.8) garantindo lucro quando BE ativa. Horário intra-dia favorável (RTH) atenua um pouco a fragilidade do nível."
2026-01-12,12:36,SHORT,8.00,4,0.8,0.8,0.55,"Sinal de segunda-feira (dia baixo para reversões), horário pós-abertura (12:36 ET), nível originário de domingo Globex (menos confiável que RTH), e distância significativa (8pt) do toque até a linha. Qualidade abaixo da média: menos contratos (4 vs padrão 5), trailing mais apertado (0,8x) para travar ganho cedo, e lock de breakeven mais alto (0,80) para proteger o pouco que vier. Confiança moderada-baixa (0,55)."
2026-01-12,12:42,SHORT,3.50,4,0.8,0.8,0.6,Sinal de qualidade moderada-baixa: nível originário de domingo (Globex) é estruturalmente menos confiável; dist_nivel de 3.50pt indica toque não-perfeito; horário 12:42 ET é mid-session com volatilidade estabelecida. Redução de contratos (4 vs padrão 5) e trailing mais apertado (0.8x) para proteger contra falsas buscas. be_lock_frac elevado (0.8) compensa o domingo-origin com travamento mais cedo do ganho capturado.
2026-01-12,12:45,SHORT,0.75,4,0.8,0.8,0.65,"SHORT em nível de domingo (Globex) com dist_nivel 0.75pt - qualidade média. Segunda-feira às 12:45 ET (depois do open) tem menos liquidez concentrada que o RTH puro, e nível de domingo é mais espúrio. Reduzido contratos (4 vs padrão 5), trailing mais apertado (0.8 vs 1.0) pra não dar folga demais em possível reversão, e be_lock mais protetor (0.80) pra garantir ganho se MFE aparecer. Confiança 0.65 reflete o risco da origem."
2026-01-12,15:59,SHORT,1.00,4,0.8,0.8,0.55,"SHORT em topo de range Globex (domingo) com toque limpo (1pt). Segunda-feira 15:59 ET = fim de sessão RTH com pouca liquidez. Nível de domingo é mais espúrio e volátil. Reduz contratos (4 vs padrão 5) para menor risco em qualidade moderada, trail mais apertado (0.8) pra não deixar devolver ganho, e be_lock_frac mais alto (0.8) pra travar o favor rápido. Confiança 0.55 reflete incerteza do nível Globex + horário de feche."""
2026-01-13,11:55,SHORT,5.00,5,1.0,0.75,0.75,"Terça-feira, horário RTH normal (11:55 ET), nível de máx/mín do dia anterior (origem sólida), distância 5pt é aceitável — sinal de qualidade média-boa. Sem motivo concreto pra desviar dos padrões. Mantém posição padrão: 5 contratos, trailing 1,75pt, lock 75% do MFE no breakeven."
2026-01-13,12:04,SHORT,3.75,5,1.0,0.75,0.7,"Sinal SHORT terça-feira, meio do dia (RTH), nível RTH bem consolidado (máx/mín do dia anterior). Distância 3.75pt é moderada — toque não foi perfeito mas aceitável. Horário 12:04 ET está fora dos picos de volatilidade matinal. Mantém padrão porque qualidade é média (nem excelente, nem ruim). Confiança 0.7 reflete a incerteza da distância."
2026-01-13,12:06,SHORT,4.00,5,1.0,0.75,0.75,"Sinal SHORT terça-feira 12:06 ET, origem RTH (máx/mín dia anterior), distância 4pt até linha. Qualidade intermediária: nível RTH normal é positivo, mas a distância de 4pt é razoável (nem muito próximo nem muito longe). Horário intraday em sessão normal. Sem sinais de deterioração extrema. Padrões padrão mantêm boa relação risco/retorno para esse contexto."
2026-01-13,12:08,SHORT,8.75,5,1.0,0.75,0.7,"Terça-feira em RTH, nível de máx/mín do dia anterior (origem sólida). Sinal SHORT no topo. Distância de 8.75pt é moderada — não é um toque limpo, mas nível vem de estrutura válida. Horário 12:08 ET está dentro do melhor horário de negociação (sessão NY). Mantém perfil padrão (5 contratos, trailing 1,75pt, BE lock 75%) por falta de motivo concreto para desvios agressivos. Qualidade média-alta justifica manutenção dos defaults."
2026-01-15,14:38,SHORT,6.25,5,1.0,0.75,0.7,"SHORT em RTH normal (quinta-feira 14:38 ET). Nível de máx/mín do dia anterior — boa origem. Distância de 6.25pt é moderada (nem colado, nem muito longe), sugere qualidade média do sinal. Sem fatores de alta confiança (toque muito próximo) nem de baixa (domingo/Globex, dist muito grande). Mantém padrão: 5 contratos, trailing 1,0x (1.75pt), be_lock 0.75 como proteção equilibrada."""
2026-01-15,14:40,SHORT,0.25,6,0.9,0.8,0.78,"SHORT em topo (máx/mín RTH anterior), quinta-feira 14:40 ET. Toque muito próximo (0.25pt) = alta qualidade. Horário no meio da sessão RTH, nível legítimo. Aumentei contratos (6) pela proximidade do toque, reduzir trail_mult (0.9) para travar ganho um pouco mais cedo respeitando a volatilidade pós-almoço, be_lock_frac ligeiramente alto (0.8) pra garantir lucro ao ativar BE. Confiança boa mas não máxima (quinta nem sempre tem continuação forte)."
2026-01-15,14:43,SHORT,3.25,5,1.0,0.75,0.7,"SHORT em topo, quinta à tarde (14:43 ET). Nível de origem RTH (máx/mín dia anterior) = padrão, confiável. Distância de 3.25pt é moderada — toque não superficial, mas também não perfeito. Horário RTH dentro do pregão, dia útil normal. Sem razão pra elevar risco (mais contratos ou trail_mult), mas também sem razão pra reduzir drasticamente. Padrão (5/1,0/0,75) é apropriado — reflete qualidade média-boa do sinal."""
2026-01-15,14:45,SHORT,1.75,5,1.0,0.75,0.75,"SHORT em topo, quinta-feira 14:45 ET (período ainda ativo RTH, liquidez boa). Nível é máx/mín do dia anterior RTH (origem legítima). Toque a 1.75pt da linha = proximidade boa, sinal de qualidade razoável a boa. Não há sinais de degradação (domingo/Globex espúrio, distância grande). Valores padrão são apropriados: mantém equilíbrio entre captura de lucro real e proteção contra reversão."
2026-01-15,14:47,SHORT,1.00,5,1.0,0.75,0.75,"SHORT em topo RTH quinta-feira 14:47 ET. Nível robusto (máx/mín RTH anterior), toque limpo (1.0pt de dist_nivel). Horário bom (ainda em RTH pleno, antes das 15:30 close). Sem motivo pra desviar dos padrões — qualidade razoável do sinal suporta gestão equilibrada (5 contratos, trailing 1.75pt, BE lock 75%). Não há sugestão de extrema confiança, mas também não há red flags."""
2026-01-15,14:49,SHORT,2.25,5,1.0,0.75,0.75,"SHORT em RTH normal (quinta, 14:49 ET), nível de máx/mín do dia anterior. Distância de 2.25pt é moderada — não é toque perfeito, mas aceitável. Sem razão concreta para aumentar risco nem para apertar demais. Padrão mantido: qualidade média-boa, horário adequado, dia de semana normal. Confiança 0.75 reflete a pequena distância do nível ideal."
2026-01-15,14:53,SHORT,5.00,5,1.0,0.75,0.7,"Sinal SHORT em quinta-feira, horário RTH avançado (14:53 ET), nível de máx/mín do dia anterior (RTH normal, menos espúrio que domingo/Globex). Distância de 5pt é moderada — nem ultra-próxima nem distante. Sem razão concreta pra desviar dos padrões, mantendo gestão equilibrada: contratos padrão (5), trailing padrão (1,0), proteção padrão (0,75). Confiança 0,70 reflete um setup de qualidade razoável, mas não excepcional."
2026-01-16,10:21,LONG,9.50,5,1.0,0.75,0.72,"Sexta-feira 10:21 ET, LONG em máx/mín RTH do dia anterior. Distância 9.50pt é moderadamente afastada da linha (não é toque perfeito, mas longe de um nível espúrio). Horário bom (manhã RTH), origen limpa (RTH puro, não Globex). Qualidade de sinal mediana — mantém perfil padrão (5 contratos, trail 1,0x, be_lock 0,75). Viés: sexta pode trazer volatilidade final de semana, mas RTH-based é sempre mais confiável que Globex."
2026-01-16,10:26,LONG,5.75,5,1.0,0.75,0.7,"Sexta-feira, manhã (RTH normal), nível de máx/mín do dia anterior (origem bem definida). Distância 5.75pt é moderada — não é um toque perfeito mas também não é distante. Qualidade de sinal razoável. Mantém padrão (5 contratos, trailing 1.75pt, lock 75%) sem razão concreta pra desviar."
2026-01-16,10:29,LONG,6.50,5,1.0,0.75,0.7,"Sexta-feira, horário RTH normal (10:29 ET), nível de máx/mín do dia anterior (origem sólida). Distância de 6.50pt é moderada — não é toque perfeito, mas também não é especulativo. Sem motivos pra desviar do padrão, usando configuração default (5 contratos, trailing 1.75pt, be_lock 75%) com confiança média-alta."
2026-01-16,11:00,LONG,4.00,5,1.0,0.75,0.7,"Sinal de qualidade média-boa: Sexta-feira RTH, nível de máx/mín do dia anterior (origem limpa). Distância de 4.00pt até a linha é moderada — não é toque perfeito (0-1pt) nem tão distante (>6pt). Horário 11:00 ET está em sessão RTH normal, sem pressão de final/abertura. Mantém configuração padrão: 5 contratos, trailing 1,75pt (mult 1.0) e lock 0,75 no BE são conservadores o suficiente para proteger sem cortar vencedores grandes."
2026-01-16,11:02,LONG,5.75,5,1.0,0.75,0.75,"Sexta-feira, RTH, máx/mín do dia anterior (nível estrutural sólido). Horário 11:02 ET está na zona ativa do mercado. Distância de 5.75pt é moderada — não é toque perfeito, mas também não é longe demais. Confiança média-alta: mantém padrão 5 contratos, trailing padrão 1.0x e lock 0.75. Sem motivos para desviar significativamente."
2026-01-16,11:07,LONG,2.50,5,1.0,0.75,0.75,"Sexta-feira, horário RTH intermediário (11:07 ET), nível de máx/mín do dia anterior (RTH = origem sólida). Distância 2.50pt é razoável — não é toque apertado mas também não é muito longe. Qualidade média-alta, sem razão pra desviar dos padrões. Mantém configuração balanceada."
2026-01-16,11:14,LONG,4.00,5,1.0,0.75,0.7,"Sinal LONG em sexta-feira 11:14 ET. Nível de origem é máx/mín do dia anterior (RTH) — fonte legítima. Distância de 4.00pt do toque até a linha é moderada: não é toque perfeito (que seria <2pt), mas também não é distância grande que sugira ruído (>6pt). Horário dentro do RTH normal (11:14 ET), dia da semana normal (sexta, próximo a fechamento semanal — pode haver cautela, mas não impossível). Nenhum fator atenuante crítico detectado. Mantém-se perfil padrão: 5 contratos, trailing conservador (1,0x), proteção média no breakeven (0,75). Confiança moderada por ser sexta no encerramento da semana."
2026-01-16,11:17,LONG,11.00,5,1.0,0.75,0.65,"Sexta-feira, RTH normal (máx/mín do dia anterior), mas distância de 11pt é moderada (nem toque perfeito, nem extremo). Horário 11:17 ET está dentro da sessão principal com liquidez adequada. Sem sinais de degradação forte, mas também sem precisão de toque muito próximo. Mantém defaults balanceados — não há razão para ser agressivo (mais contratos ou trail maior) nem excessivamente defensivo."
